#horario,Curso,ID Liga,NRC,Día,Hora Inicio,Hora Fin,Docente
1,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
1,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
1,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
1,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
1,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
1,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
1,ISIA-113,L2,11846,Viernes,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
1,ISIA-113,L2,11846,Viernes,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
1,ISIA-111,L1,12170,Lunes,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
1,ISIA-111,L1,12170,Lunes,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
2,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
2,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
2,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
2,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
2,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
2,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
2,ISIA-113,L2,11846,Viernes,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
2,ISIA-113,L2,11846,Viernes,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
2,ISIA-111,T1,9634,Lunes,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
2,ISIA-111,T1,9634,Lunes,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
3,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
3,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
3,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
3,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
3,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
3,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
3,ISIA-113,L2,11846,Viernes,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
3,ISIA-113,L2,11846,Viernes,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
3,ISIA-111,L1,9635,Lunes,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
3,ISIA-111,L1,9635,Lunes,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
4,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
4,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
4,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
4,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
4,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
4,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
4,ISIA-113,L3,11848,Jueves,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
4,ISIA-113,L3,11848,Jueves,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
4,ISIA-111,L1,12170,Lunes,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
4,ISIA-111,L1,12170,Lunes,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
5,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
5,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
5,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
5,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
5,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
5,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
5,ISIA-113,L3,11848,Jueves,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
5,ISIA-113,L3,11848,Jueves,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
5,ISIA-111,T1,9634,Lunes,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
5,ISIA-111,T1,9634,Lunes,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
6,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
6,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
6,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
6,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
6,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
6,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
6,ISIA-113,L3,11848,Jueves,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
6,ISIA-113,L3,11848,Jueves,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
6,ISIA-111,L1,9635,Lunes,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
6,ISIA-111,L1,9635,Lunes,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
7,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
7,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
7,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
7,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
7,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
7,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
7,ISIA-113,T1,9619,Martes,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
7,ISIA-113,T1,9619,Martes,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
7,ISIA-111,L1,12170,Lunes,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
7,ISIA-111,L1,12170,Lunes,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
8,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
8,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
8,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
8,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
8,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
8,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
8,ISIA-113,T1,9619,Martes,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
8,ISIA-113,T1,9619,Martes,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
8,ISIA-111,T1,9634,Lunes,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
8,ISIA-111,T1,9634,Lunes,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
9,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
9,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
9,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
9,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
9,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
9,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
9,ISIA-113,T1,9619,Martes,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
9,ISIA-113,T1,9619,Martes,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
9,ISIA-111,L1,9635,Lunes,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
9,ISIA-111,L1,9635,Lunes,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
10,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
10,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
10,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
10,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
10,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
10,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
10,ISIA-113,L1,9620,Martes,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
10,ISIA-113,L1,9620,Martes,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
10,ISIA-111,L1,12170,Lunes,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
10,ISIA-111,L1,12170,Lunes,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
11,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
11,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
11,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
11,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
11,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
11,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
11,ISIA-113,L1,9620,Martes,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
11,ISIA-113,L1,9620,Martes,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
11,ISIA-111,T1,9634,Lunes,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
11,ISIA-111,T1,9634,Lunes,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
12,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
12,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
12,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
12,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
12,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
12,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
12,ISIA-113,L1,9620,Martes,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
12,ISIA-113,L1,9620,Martes,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
12,ISIA-111,L1,9635,Lunes,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
12,ISIA-111,L1,9635,Lunes,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
13,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
13,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
13,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
13,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
13,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
13,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
13,ISIA-113,T2,9622,Miércoles,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
13,ISIA-113,T2,9622,Miércoles,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
13,ISIA-111,L1,12170,Lunes,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
13,ISIA-111,L1,12170,Lunes,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
14,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
14,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
14,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
14,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
14,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
14,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
14,ISIA-113,T2,9622,Miércoles,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
14,ISIA-113,T2,9622,Miércoles,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
14,ISIA-111,T1,9634,Lunes,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
14,ISIA-111,T1,9634,Lunes,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
15,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
15,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
15,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
15,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
15,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
15,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
15,ISIA-113,T2,9622,Miércoles,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
15,ISIA-113,T2,9622,Miércoles,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
15,ISIA-111,L1,9635,Lunes,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
15,ISIA-111,L1,9635,Lunes,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
16,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
16,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
16,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
16,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
16,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
16,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
16,ISIA-113,L2,9623,Miércoles,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
16,ISIA-113,L2,9623,Miércoles,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
16,ISIA-111,L1,12170,Lunes,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
16,ISIA-111,L1,12170,Lunes,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
17,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
17,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
17,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
17,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
17,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
17,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
17,ISIA-113,L2,9623,Miércoles,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
17,ISIA-113,L2,9623,Miércoles,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
17,ISIA-111,T1,9634,Lunes,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
17,ISIA-111,T1,9634,Lunes,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
18,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
18,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
18,ISIA-110,L2,11525,Martes,07:00,07:50,ABANTO CABRERA HEBER GERSON
18,ISIA-110,L2,11525,Martes,07:55,08:45,ABANTO CABRERA HEBER GERSON
18,ISIA-110,L2,11525,Martes,08:50,09:40,ABANTO CABRERA HEBER GERSON
18,ISIA-110,L2,11525,Martes,09:45,10:35,ABANTO CABRERA HEBER GERSON
18,ISIA-113,L2,9623,Miércoles,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
18,ISIA-113,L2,9623,Miércoles,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
18,ISIA-111,L1,9635,Lunes,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
18,ISIA-111,L1,9635,Lunes,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
19,ISIA-109,T1,9560,Jueves,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
19,ISIA-109,T1,9560,Jueves,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
19,ISIA-110,T3,11530,Lunes,07:00,07:50,ABANTO CABRERA HEBER GERSON
19,ISIA-110,T3,11530,Lunes,07:55,08:45,ABANTO CABRERA HEBER GERSON
